onset	duration	rt	response	acc	type
0	n/a	n/a	n/a	n/a	dummy
2	n/a	n/a	n/a	n/a	dummy
3.999	n/a	n/a	n/a	n/a	dummy
6.291	19.7	750	random	1	random
29.016	15.0	n/a	n/a	n/a	fix
43.996	20.0	729	mental	1	mental
67.027	15.0	n/a	n/a	n/a	fix
82.008	20.0	482	mental	1	mental
105.039	15.0	n/a	n/a	n/a	fix
120.02	20.0	416	random	1	random
143.05	15.0	n/a	n/a	n/a	fix
158.031	20.0	1034	mental	1	mental
181.062	15.0	n/a	n/a	n/a	fix
