onset	duration	rt	response	acc	type
0	n/a	n/a	n/a	n/a	dummy
1.999	n/a	n/a	n/a	n/a	dummy
3.998	n/a	n/a	n/a	n/a	dummy
6.251	19.7	621	mental	1	mental
29.002	15.0	n/a	n/a	n/a	fix
43.983	20.0	1986	random	1	random
67.014	15.0	n/a	n/a	n/a	fix
81.994	20.0	292	random	1	random
105.025	15.0	n/a	n/a	n/a	fix
120.006	20.0	2630	random	0	mental
143.037	15.0	n/a	n/a	n/a	fix
158.018	20.0	2224	mental	0	random
181.049	15.0	n/a	n/a	n/a	fix
