onset	duration	rt	response	acc	type
0	n/a	n/a	n/a	n/a	dummy
2	n/a	n/a	n/a	n/a	dummy
3.999	n/a	n/a	n/a	n/a	dummy
6.624	19.4	0	random	1	random
29.029	15.0	n/a	n/a	n/a	fix
44.01	20.0	2200	mental	0	random
67.041	15.0	n/a	n/a	n/a	fix
82.022	20.0	1213	mental	1	mental
105.053	15.0	n/a	n/a	n/a	fix
120.034	20.0	0	random	1	random
143.065	15.0	n/a	n/a	n/a	fix
158.046	20.0	1637	mental	1	mental
181.077	15.0	n/a	n/a	n/a	fix
