onset	duration	rt	response	acc	type
0	n/a	n/a	n/a	n/a	dummy
1.999	n/a	n/a	n/a	n/a	dummy
3.998	n/a	n/a	n/a	n/a	dummy
6.624	19.4	711	mental	1	mental
29.029	15.0	n/a	n/a	n/a	fix
44.009	20.0	1598	notsure	0	random
67.04	15.0	n/a	n/a	n/a	fix
82.021	20.0	1505	random	1	random
105.052	15.0	n/a	n/a	n/a	fix
120.033	20.0	989	mental	1	mental
143.064	15.0	n/a	n/a	n/a	fix
158.045	20.0	2653	random	1	random
181.076	15.0	n/a	n/a	n/a	fix
