onset	duration	rt	response	acc	type
0	n/a	n/a	n/a	n/a	dummy
1.999	n/a	n/a	n/a	n/a	dummy
3.998	n/a	n/a	n/a	n/a	dummy
6.278	19.7	1053	random	1	random
29.015	15.0	n/a	n/a	n/a	fix
43.996	20.0	641	mental	1	mental
67.027	15.0	n/a	n/a	n/a	fix
82.008	20.0	750	mental	1	mental
105.039	15.0	n/a	n/a	n/a	fix
120.02	20.0	744	random	1	random
143.051	15.0	n/a	n/a	n/a	fix
158.031	20.0	774	mental	1	mental
181.062	15.0	n/a	n/a	n/a	fix
