onset	duration	rt	response	acc	type
0	n/a	n/a	n/a	n/a	dummy
1.999	n/a	n/a	n/a	n/a	dummy
3.999	n/a	n/a	n/a	n/a	dummy
6.598	19.4	1431	random	1	random
29.029	15.0	n/a	n/a	n/a	fix
44.01	20.0	933	mental	1	mental
67.041	15.0	n/a	n/a	n/a	fix
82.021	20.0	918	mental	1	mental
105.052	15.0	n/a	n/a	n/a	fix
120.033	20.0	414	random	1	random
143.064	15.0	n/a	n/a	n/a	fix
158.045	20.0	744	mental	1	mental
181.076	15.0	n/a	n/a	n/a	fix
