onset	duration	rt	response	acc	type
0	n/a	n/a	n/a	n/a	dummy
1.999	n/a	n/a	n/a	n/a	dummy
3.998	n/a	n/a	n/a	n/a	dummy
6.651	19.4	890	random	1	random
29.029	15.0	n/a	n/a	n/a	fix
44.009	20.0	628	random	1	random
67.04	15.0	n/a	n/a	n/a	fix
82.021	20.0	563	mental	1	mental
105.052	15.0	n/a	n/a	n/a	fix
120.033	20.0	559	random	1	random
143.063	15.0	n/a	n/a	n/a	fix
158.044	20.0	441	mental	1	mental
181.075	15.0	n/a	n/a	n/a	fix
