onset	duration	rt	response	acc	type
0	n/a	n/a	n/a	n/a	dummy
1.999	n/a	n/a	n/a	n/a	dummy
3.998	n/a	n/a	n/a	n/a	dummy
6.238	19.8	362	mental	1	mental
29.015	15.0	n/a	n/a	n/a	fix
43.996	20.0	967	random	1	random
67.027	15.0	n/a	n/a	n/a	fix
82.008	20.0	752	notsure	0	random
105.039	15.0	n/a	n/a	n/a	fix
120.02	20.0	659	mental	1	mental
143.051	15.0	n/a	n/a	n/a	fix
158.032	20.0	419	random	1	random
181.063	15.0	n/a	n/a	n/a	fix
