onset	duration	rt	response	acc	type
0	n/a	n/a	n/a	n/a	dummy
2	n/a	n/a	n/a	n/a	dummy
3.999	n/a	n/a	n/a	n/a	dummy
6.264	19.7	1401	random	1	random
29.015	15.0	n/a	n/a	n/a	fix
43.996	20.0	1958	random	1	random
67.027	15.0	n/a	n/a	n/a	fix
82.008	20.0	1507	mental	1	mental
105.039	15.0	n/a	n/a	n/a	fix
120.02	20.0	979	random	1	random
143.05	15.0	n/a	n/a	n/a	fix
158.031	20.0	846	mental	1	mental
181.062	15.0	n/a	n/a	n/a	fix
