onset	duration	rt	response	acc	type
0	n/a	n/a	n/a	n/a	dummy
1.999	n/a	n/a	n/a	n/a	dummy
3.998	n/a	n/a	n/a	n/a	dummy
6.624	19.4	0	n/a	0	random
29.027	15.0	n/a	n/a	n/a	fix
44.007	20.0	932	mental	1	mental
67.037	15.0	n/a	n/a	n/a	fix
82.017	20.0	873	mental	1	mental
105.046	15.0	n/a	n/a	n/a	fix
120.026	20.0	588	random	1	random
143.056	15.0	n/a	n/a	n/a	fix
158.036	20.0	604	mental	1	mental
181.065	15.0	n/a	n/a	n/a	fix
