onset	duration	rt	response	acc	type
0	n/a	n/a	n/a	n/a	dummy
1.999	n/a	n/a	n/a	n/a	dummy
3.998	n/a	n/a	n/a	n/a	dummy
6.637	19.4	548	mental	0	random
29.028	15.0	n/a	n/a	n/a	fix
44.009	20.0	625	random	1	random
67.04	15.0	n/a	n/a	n/a	fix
82.021	20.0	642	mental	1	mental
105.052	15.0	n/a	n/a	n/a	fix
120.033	20.0	1005	random	1	random
143.064	15.0	n/a	n/a	n/a	fix
158.045	20.0	711	mental	1	mental
181.089	15.0	n/a	n/a	n/a	fix
