onset	duration	rt	response	acc	type
0	n/a	n/a	n/a	n/a	dummy
2	n/a	n/a	n/a	n/a	dummy
3.999	n/a	n/a	n/a	n/a	dummy
6.238	19.8	458	mental	1	mental
29.016	15.0	n/a	n/a	n/a	fix
43.996	20.0	341	random	1	random
67.027	15.0	n/a	n/a	n/a	fix
82.008	20.0	1183	notsure	0	random
105.039	15.0	n/a	n/a	n/a	fix
120.02	20.0	611	mental	1	mental
143.051	15.0	n/a	n/a	n/a	fix
158.031	0.0	724	notsure	0	random
181.062	15.0	n/a	n/a	n/a	fix
