onset	duration	rt	response	acc	type
0	n/a	n/a	n/a	n/a	dummy
1.999	n/a	n/a	n/a	n/a	dummy
3.999	n/a	n/a	n/a	n/a	dummy
6.651	19.4	1920	notsure	0	random
29.029	15.0	n/a	n/a	n/a	fix
44.01	20.0	1898	random	1	random
67.041	15.0	n/a	n/a	n/a	fix
82.021	20.0	1072	mental	1	mental
105.052	15.0	n/a	n/a	n/a	fix
120.033	20.0	782	notsure	0	random
143.064	15.0	n/a	n/a	n/a	fix
158.045	20.0	452	mental	1	mental
181.076	15.0	n/a	n/a	n/a	fix
