onset	duration	rt	response	acc	type
0	n/a	n/a	n/a	n/a	dummy
1.985	n/a	n/a	n/a	n/a	dummy
3.998	n/a	n/a	n/a	n/a	dummy
6.25	19.7	2085	notsure	0	random
29.015	15.0	n/a	n/a	n/a	fix
43.996	20.0	391	random	1	random
67.027	15.0	n/a	n/a	n/a	fix
82.007	20.0	821	mental	1	mental
105.038	15.0	n/a	n/a	n/a	fix
120.019	20.0	607	random	1	random
143.05	15.0	n/a	n/a	n/a	fix
158.031	20.0	491	mental	1	mental
181.062	15.0	n/a	n/a	n/a	fix
