onset	duration	rt	response	acc	type
0	n/a	n/a	n/a	n/a	dummy
1.986	n/a	n/a	n/a	n/a	dummy
3.999	n/a	n/a	n/a	n/a	dummy
6.318	19.7	0	n/a	0	random
29.002	15.0	n/a	n/a	n/a	fix
43.983	20.0	0	n/a	0	mental
67.014	15.0	n/a	n/a	n/a	fix
81.995	20.0	2243	notsure	0	mental
105.026	15.0	n/a	n/a	n/a	fix
120.007	20.0	0	n/a	0	random
143.038	15.0	n/a	n/a	n/a	fix
158.018	20.0	988	mental	1	mental
181.049	15.0	n/a	n/a	n/a	fix
