onset	duration	rt	response	acc	type
0	n/a	n/a	n/a	n/a	dummy
1.999	n/a	n/a	n/a	n/a	dummy
3.998	n/a	n/a	n/a	n/a	dummy
6.237	19.8	1015	random	1	random
29.015	15.0	n/a	n/a	n/a	fix
43.996	20.0	546	random	1	random
67.026	15.0	n/a	n/a	n/a	fix
82.007	20.0	1097	random	0	mental
105.038	15.0	n/a	n/a	n/a	fix
120.019	20.0	506	random	1	random
143.05	15.0	n/a	n/a	n/a	fix
158.03	20.0	568	mental	1	mental
181.061	15.0	n/a	n/a	n/a	fix
